White,89.8388,Male
White,45.32,Female
White,76.64,Female
White,46.7154,Female
White,98.79,Female
White,53.03,Female
White,96.11,Female
AI/AN,62.751,Female
White,90.7618,Female
White,74.24,Female
White,89.76,Female
White,42.422,Female
White,99.24,Female
White,96.53,Female
White,4.07,Female
White,49.33476,Female
White,43.38,Female
White,93.67,Female
White,55.5036,Female
White,80.28,Female
NH/OPI,65.1712,Female
White,57.27706667,Female
White,63.4246,Female
White,98.39,Male
White,44.35,Female
Black,67,Female
White,85.48,Female
White,89.56,Male
Black,47.98,Male
Other,92.7,Female
White,40.55,Female
White,95.51,Female
White,98.82,Female
White,73.72,Male
Black,50.93,Female
White,6.8,Male
White,62.859,Female
White,72.4994,Male
White,58.34073333,Female
White,64.033,Female
Black,47.81,Female
Black,40.08,Male
Black,59.8416,Male
White,55.77,Male
White,41.52,Female
White,45.85,Female
Other,95.76,Male
White,36.6801,Male
White,67,Female
Black,42.19,Female
AI/AN,70.84,Male
Asian,2.19,Male
Black,97.38,Female
White,81.85,Male
White,47.47,Male
White,60.07,Female
AIAN/White,55.8374,Female
White,98.09,Male
Asian,70.79,Female
Other,6.08,Female
White,50.35,Female
Black,28.64,Male
White,93.3,Male
White,43.0508,Male
White,76.6,Female
Black,77.6248,Female
Other,66.09,Female
White,58.4392,Male
Black,80.88,Female
White,98.73,Male
White,93.18,Male
White,10.52,Female
White,31.25,Female
White,94.16,Female
White,60.7388,Female
White,99.01,Male
Black,97.92,Male
White,89.23,Female
Black/White,89.493,Female
White,95.87,Female
White,33.67,Female
Other,92.84,Female
Asian,80.25,Female
White,60.0949,Female
Other,81.7912,Female
White,85.72,Female
White,68.839,Female
White,81.63,Female
Other,84.972,Female
White,74.85,Male
White,74.35,Female
White,75.30667,Male
White,60.52,Female
AIAN/White,88.08,Female
NH/OPI,80.93,Female
Other,84.59367,Female
White,66.9592,Female
Black/White,54.2538,Female
Asian,48.64793,Male
Other,81.05,Female
Black,59.72,Female
Black,40.4506,Female
White,94.83,Female
White,49.89873,Female
Black,30.99047,Male
White,55.23,Female
AI/AN,78.38564,Female
Black,27.67,Female
Black,50.96,Female
White,99.26,Male
White,70.21425,Female
White,55.4878,Female
Asian,95.77,Female
Black,42.91,Male
Black,40.82,Female
Black,44.02,Male
White,64.1312,Female
Black,73.3286,Female
Black,30.98,Female
White,40.08,Male
Black,78.07,Male
Black,74.31,Male
Black,91.46,Female
Other,47.1928,Female
White,89.9248,Female
NH/OPI,76.51,Female
White,71.0991,Female
White,45.34,Female
White,96.27,Female
Black,86.8894,Female
Black,94.16,Female
White,15.99,Female
AIAN/White,23.29,Male
White,52.56,Female
Black/White,85.9706,Female
Black,79.4192,Female
Black,44.08,Male
White,58.88,Male
Black,6.48,Male
White,95.26,Male
White,83.93,Male
White,58.87,Female
White,85.5616,Female
White,95.79,Male
White,86.5638,Female
White,23.52,Female
White,81.32,Female
White,84.66,Female
White,66.18613,Female
White,49.88,Female
White,18.74,Female
White,84.3632,Female
Other,44.37,Male
Black,51.87,Male
White,47.4537,Female
White,95.43,Male
Black,97.23,Female
Other,67.56715,Male
White,83.96,Female
White,67.2088,Male
Other,2.6,Female
White,66.09,Female
White,52.01,Female
White,94.29,Female
White,66.09,Female
White,68.5992,Male
White,85.4982,Male
White,50.12,Female
White,73.92,Female
Black,67.5775,Male
White,87.9906,Female
White,83.09,Female
Asian,57.7228,Female
Black,64.232,Female
White,42.8042,Female
Black,69.6212,Female
Black,0.04,Male
White,88.61,Female
White,84.25,Female
White,85.25,Female
White,81.48,Male
Black,96.71,Female
Black,67.8374,Female
Black,62.96,Female
White,73.26896,Female
White,44.3378,Female
Other,61.62513,Female
White,59.77,Female
White,23.189,Male
White,96.63,Female
AI/AN,41.79173,Male
White,80.67,Female
Asian,52.22,Female
White,45.32,Female
White,50.11,Male
White,61.37613,Male
White,57.92,Female
White,74.81,Female
Black,75.7822,Female
White,47.98,Male
White,3.3,Male
White,93.0552,Male
White,89.66004,Male
NH/OPI,13.56,Male
White,25.02,Male
Asian,75.09,Male
White,83.31,Male
White,83.31,Male
AI/AN,97.64,Female
AIAN/White,39.83,Male
Black,45.32,Female
NH/OPI,29.39,Male
Black,95.15,Female
Black,67.12,Female
Black,87.3932,Male
Black,71.04,Male
White,92.47,Female
Asian,54.594,Male
White,79.16,Female
White,61.87,Female
Black,54.3018,Male
Black,71.2,Male
Black,60.3532,Male
White,92.19,Male
White,85.0538,Female
Black,96.99,Female
AI/AN,3.21,Female
AIAN/White,98.37,Female
White,35.05,Female
Other,89.58,Female
Black,53.2,Female
White,60.48,Male
Black,91.3744,Male
White,81.94,Female
White,30.97,Female
Black,94.92,Male
Black,97.81,Male
Other,45.04,Female
White,88.5352,Female
Black,87.39,Male
Black,94.41,Female
Black,63.49,Male
Black,89.1319,Female
Black,71.5398,Female
Black/White,41.89,Female
Black,42.62,Male
White,61.05,Female
White,66.3626,Female
White,55.821,Female
White,60.76,Female
White,99.59,Male
White,60.10095,Female
White,46.94,Female
White,68.81,Female
White,83.33,Female
White,55.6256,Female
Other,95.48,Female
Black,43.44,Female
White,99.27,Female
White,88.96,Male
White,36.89,Male
White,94.48,Female
White,12.77,Female
Asian,1.43,Female
White,0.02,Male
NH/OPI,60.1131,Female
Asian,56.13,Female
