Female,25.63,White
Female,51.38553333,White
Male,96.95,AI/AN
Female,80.08,White
Female,84.6476,White
Female,75.60306667,Black
Female,90.34,Black
Female,47.6674,Black
Female,21.17,Black
Female,94.28,Black
Female,96.04,Black
Female,78.04,White
Male,94.04,Black
Female,97.39,White
Male,98.27,Black
Male,67.8488,Black
Female,85.44,Black
Female,86.4688,Black
Female,57.0984,Black
Female,92.81,Black
Female,52.4908,Black
Male,90.45,White
Female,78.878,White
Male,30.76,White
Female,60.84,White
Male,62.3148,White
Female,73.86,White
Female,73.4754,Black
Female,0.33,Asian
Male,38.82702222,White
Female,82.54574286,Black
Male,69.85969333,Black
Male,54.74026667,Other
Male,52.5303,Black
Female,71.65,Black
Female,83.90086667,Black
Female,81.3,White
Female,60,Black
Female,98.04,Other
Male,41.4646,Black
Female,38.08,Black
Female,68.85,Black
Female,99.75,Black
Male,41.94,Black
Female,80.5892,White
Female,97.12,Black
Male,59.504,White
Female,59.21,White
Female,76.3388,White
Male,68.57,White
Female,93.88,NH/OPI
Male,94.42,Black
Male,58.4852,Black
Female,77.8,White
Male,87.45633333,White
Male,10.59,Asian
Female,75.68,White
Female,54.82,White
Female,68.47,White
Female,83.07,Other
Male,49.0717,Asian
Male,66.78,White
Female,74.972,White
Female,34.16,White
Female,82.77,White
Female,61.5114,White
Female,97.5,White
Female,82.19,White
Male,70.2896,White
Female,87.88,White
Female,30.3678,White
Female,99.29,White
Female,65.9384,Black
Female,73.831,White
Male,76.85664,White
Female,70.84,AI/AN
Male,86.2062,White
Female,63.76,Asian
Male,12.1,White
Female,84.5,White
Female,75.68,White
Female,92.17,AI/AN
Female,67.097,White
Female,77.81,White
Female,91.66,White
Female,97.15,White
Male,16.74,Black
Male,63.5658,Asian
Female,56.03,White
Female,92.1,Other
Female,65.44,White
Female,87.6,White
Female,77.92,White
Female,50.14,White
Female,67.33028571,White
Female,35.76,White
Female,70.99,White
Male,79.2784,White
Female,80.4258,White
Female,40.95,White
Female,99.53,Black
Female,14.39,White
Female,84.63138,Asian
Male,14.88,White
Female,67.7566,White
Male,88.2719,White
Male,75.9724,White
Female,41.98,Black
Female,53.306,Other
Female,67.3156,Black
Female,45.37,White
Female,75.39,White
Female,78.513,White
Male,16.74,White
Female,30.3,Asian
Female,15.3,White
Female,95.57,Black
Female,73.46,White
Female,21.96,White
Female,85.31546667,Black
Female,75.57,White
